filename;violations
Report_Social-Justice-and-Empowerment.md;2
Report_Socio-demo-API.md;2
Report_Software-Plan-RP.md;19
Report_Solar-VPS.md;79
Report_Sonar-Trading.md;17
Report_SoundCloud-Public-API-Specific.md;59
Report_SpectroCoin-Merchant.md;3
Report_Spell-Check-Client.md;5
Report_Spending-Pulse.md;3
Report_Spinitron-v2-API.md;14
Report_SportsData-API.md;14
Report_SqlManagementClient.md;17
Report_SqlVirtualMachineManagementCli.md;40
Report_Square-Connect-API.md;455
Report_Stackdriver-Profiler-API.md;9
Report_StackExchange.md;1376
Report_Starwars-Translations-API.md;14
Report_State-Transport-Department,-Te.md;3
Report_Stationsdatenbereitstellung.md;3
Report_Stats.md;151
Report_Stoplight.md;8
Report_Storage-Cache-Mgmt-Client.md;36
Report_Storage-Transfer-API.md;30
Report_StorageImportExport.md;25
Report_StorageManagementClient.md;6
Report_Storecove-API.md;134
Report_Storm-Glass-Marine-Weather.md;5
Report_StorSimple8000SeriesManagement.md;216
Report_StorSimpleManagementClient.md;221
Report_StreamAnalyticsManagementClient.md;6
Report_Street-View-Publish-API.md;37
Report_Subaccounts-API.md;9
Report_SubscriptionClient.md;35
Report_SubscriptionDefinitionsClient.md;17
Report_Subscriptions.md;13
Report_SubscriptionsManagementClient.md;5
Report_Superset.md;830
Report_Swagger-API-REST-for-Patrowl-E.md;17
Report_Swagger-API2Cart.md;558
Report_Swagger2OpenAPI-Converter.md;4
Report_Swiss-NextGen-Banking-API-Fram.md;208
Report_SYNQ-Video.md;11
Report_Synthetics.md;109
Report_Tafqit.md;1
Report_Tag-Manager-API.md;134
Report_Tamil-Nadu-State-Board-(Tamil-.md;3
Report_Tasks-API.md;26
Report_Tata-AIA-Life-Insurance-Co.-Lt.md;5
Report_Tata-AIG-General-Insurance-Com.md;3
Report_Taunt-as-a-service.md;2
Report_Taxamo.md;130
Report_Taxonomy-API.md;58
Report_Taxrates.io-API.md;7
Report_TechPort.md;8
Report_Telegram-Bot-API.md;66
Report_Telnyx-API.md;1027
Report_Text-Analytics-Client.md;12
Report_The-Consumer-Financial-Protect.md;15
Report_The-Jira-Cloud-platform-REST-A.md;1649
Report_The-Mercure-protocol.md;16
Report_The-Noun-Project.md;30
Report_The-Oriental-Insurance-Co.-Ltd..md;13
Report_The-Punjab-State-Board-of-Tech.md;2
Report_The-Water-Linked-Underwater-GP.md;73
Report_TheTVDB-API-v3.md;18
Report_They-Said-So-Quotes-API.md;49
Report_ticketmaster-publish-api.md;22
Report_Times-Newswire-API.md;10
Report_TimeSeriesInsightsClient.md;40
Report_TimesTags-API.md;3
Report_TinyUID.com.md;1
Report_Tisane-API-Documentation.md;5
Report_Top-Stories.md;3
Report_TopLevelDomains-API-Client.md;10
Report_topupsapi.md;3
Report_Tradematic-Cloud-API.md;106
Report_Tradeworks.md;21
Report_Traffic-Director-API.md;6
Report_TrafficManagerManagementClient.md;9
Report_Transcoder-API.md;10
Report_Transform.md;7
Report_TransitFeeds-API.md;5
Report_Translation-API.md;3
Report_Transport-Department,-Andaman-.md;3
Report_Transport-Department,-Andhra-.md;3
Report_Transport-Department,-Arunacha.md;3
Report_Transport-Department,-Assam.md;3
Report_Transport-Department,-Bihar.md;3
Report_Transport-Department,-Chhattis.md;3
Report_Transport-Department,-Dadra--.md;3
Report_Transport-Department,-Daman--.md;3
Report_Transport-Department,-Delhi.md;3
Report_Transport-Department,-Goa.md;3
Report_Transport-Department,-Gujarat.md;3
Report_Transport-Department,-Haryana.md;3
Report_Transport-Department,-Himachal.md;3
Report_Transport-Department,-Jammu--.md;3
Report_Transport-Department,-Jharkhand.md;3
Report_Transport-Department,-Lakshadw.md;3
Report_Transport-Department,-Madhya-P.md;3
Report_Transport-Department,-Manipur.md;3
Report_Transport-Department,-Meghalaya.md;3
Report_Transport-Department,-Mizoram.md;3
Report_Transport-Department,-Puducher.md;3
Report_Transport-Department,-Punjab.md;3
Report_Transport-Department,-Rajasthan.md;3
Report_Transport-Department,-Sikkim.md;3
Report_Transport-Department,-Tamil-Na.md;3
Report_Transport-Department,-Tripura.md;3
Report_Transport-Department,-Uttar-Pr.md;3
Report_Transport-Department,-Uttarakh.md;3
Report_Transport-Department,-West-Ben.md;3
Report_Transport-for-London-Unified-A.md;123
Report_Transportation-Laws-and-Incent.md;19
Report_TrapStreet-API.md;2
Report_Trello.md;1182
Report_Tripura-State-Board-of-Seconda.md;2
Report_TruAnon-Private-API.md;13
Report_TSAPI.md;8
Report_Turbine-Labs-API.md;65
Report_TV-API.md;23
Report_TVmaze-user-API.md;128
Report_Twilio---Fax.md;10
Report_Twitter-API.md;469
Report_U.S.-EPA-Enforcement-and-Compl.md;20
Report_UCO-Bank.md;2
Report_uebermaps-API-endpoints.md;15
Report_UGC.md;23
Report_UK-Parliament-Search-Service.md;1
Report_United-India-Insurance-Company.md;3
Report_University-Of-Delhi.md;2
Report_Up-API.md;23
Report_UP-State-Board-of-High-School-.md;3
Report_UP-State-Council-of-Vocational.md;3
Report_Update-Management.md;7
Report_UpdateAdminClient.md;13
Report_UsageManagementClient.md;6
Report_User-API.md;5
Report_Users-(Okta-API).md;64
Report_Uttarakhand-State-Board-of-Sch.md;4
Report_UUID-Generation-API.md;5
Report_VA-Facilities.md;3
Report_VA-Forms.md;2
Report_VAT-API.md;27
Report_Veer-Surendra-Sai-University-O.md;2
Report_Vehicle-Enquiry-API.md;3
Report_Vehicle-Image.md;27
Report_versionhistory.googleapis.com-.md;5
Report_Vestorly-API.md;78
Report_Veteran-Confirmation.md;4
Report_VictorOps.md;429
Report_Video-Search-Client.md;9
Report_Vimeo.md;493
Report_VirtualMachineImageTemplate.md;27
Report_VirtualWANAsAServiceManagement.md;114
Report_VisageCloud.md;246
Report_VisibleThread-API.md;36
Report_Visitor-Identification.md;5
Report_Visual-Search-Client.md;5
Report_Visual-Studio-Projects-Resourc.md;11
Report_Visual-Studio-Resource-Provide.md;43
Report_VM-Insights-Onboarding.md;4
Report_VMwareCloudSimple.md;76
Report_Vonage-Integration-Suite.md;110
Report_Voodoo-Manufacturing-3D-Print-.md;23
Report_vRealize-Network-Insight-API-R.md;701
Report_vs-API.md;5
Report_VSOnline.md;518
Report_watchful.li.md;150
Report_Wayback-API.md;5
Report_Weatherbit.io---Swagger-UI-Wea.md;96
Report_Web-Fonts-Developer-API.md;2
Report_Web-Risk-API.md;18
Report_Web-Search-Client.md;4
Report_Web-Security-Scanner-API.md;22
Report_WebApplicationFirewallManageme.md;13
Report_Webhooks-API.md;15
Report_WebSite-Management-Client.md;718
Report_WeGA-API.md;4
Report_WhatsApp-Business-API.md;108
Report_Where-to-Credit-API.md;11
Report_Who-Hosts-This-API.md;9
Report_Wikimedia.md;54
Report_WikiPathways-Webservices.md;77
Report_windowsesu.md;17
Report_WINSMS.md;18
Report_Word-Associations-API.md;9
Report_Wordnik.md;51
Report_WorkBC-Job-Posting-API.md;3
Report_WorkbookClient.md;4
Report_Workflow-Executions-API.md;10
Report_Workflows-API.md;12
Report_Workload-Monitor.md;32
Report_World-Time-API.md;9
Report_Wowza-Streaming-Cloud-REST-API.md;125
Report_Written-Questions-Service-API.md;17
Report_www.zoomconnect.com.md;288
Report_Xero-Accounting-API.md;465
Report_Xero-Assets-API.md;15
Report_Xero-Bank-Feeds-API.md;22
Report_Xero-Files-API.md;25
Report_Xero-OAuth-2-Identity-Service-.md;5
Report_Xero-Payroll-AU-API.md;64
Report_XKCD.md;6
Report_YNAB-API-Endpoints.md;41
Report_Yodlee-Core-APIs.md;323
Report_YouTube-Analytics-API.md;1
Report_YouTube-Data-API-v3.md;171
Report_YouTube-Reporting-API.md;15
Report_Zalando-Shop.md;8
Report_Zappiti-Player-API.md;13
Report_ZEIT-API.md;13
Report_Zenoti-API.md;2
Report_Zettle-Product-Library-API.md;74
total violations;172153
